"""Date/Time""","""Year""","""Month""","""Day""","""Data Quality""","""Max Temp (°C)""","""Max Temp Flag""","""Min Temp (°C)""","""Min Temp Flag""","""Mean Temp (°C)""","""Mean Temp Flag""","""Heat Deg Days (°C)""","""Heat Deg Days Flag""","""Cool Deg Days (°C)""","""Cool Deg Days Flag""","""Total Rain (mm)""","""Total Rain Flag""","""Total Snow (cm)""","""Total Snow Flag""","""Total Precip (mm)""","""Total Precip Flag""","""Snow on Grnd (cm)""","""Snow on Grnd Flag""","""Dir of Max Gust (10s deg)""","""Dir of Max Gust Flag""","""Spd of Max Gust (km/h)""","""Spd of Max Gust Flag"""
"""2015-01-11""","""2015""","""01""","""11""","""†""","""7.0""","""""","""5.4""","""""","""6.2""","""""","""11.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.6""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-12""","""2015""","""01""","""12""","""†""","""7.8""","""""","""2.9""","""""","""5.4""","""""","""12.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-13""","""2015""","""01""","""13""","""†""","""5.2""","""""","""1.9""","""""","""3.6""","""""","""14.4""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-14""","""2015""","""01""","""14""","""†""","""4.6""","""""","""-2.2""","""""","""1.2""","""""","""16.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.2""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-15""","""2015""","""01""","""15""","""†""","""8.7""","""""","""-0.4""","""""","""4.2""","""""","""13.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""5.4""","""""","""""","""""","""8""","""""","""32""",""""""
"""2015-01-16""","""2015""","""01""","""16""","""†""","""11.7""","""""","""6.9""","""""","""9.3""","""""","""8.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""2.7""","""""","""""","""""","""15""","""""","""50""",""""""
"""2015-01-17""","""2015""","""01""","""17""","""†""","""9.1""","""""","""3.9""","""""","""6.5""","""""","""11.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""6.1""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-18""","""2015""","""01""","""18""","""†""","""10.8""","""""","""6.6""","""""","""8.7""","""""","""9.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""15.8""","""""","""""","""""","""18""","""""","""48""",""""""
"""2015-01-19""","""2015""","""01""","""19""","""†""","""11.6""","""""","""2.5""","""""","""7.1""","""""","""10.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-20""","""2015""","""01""","""20""","""†""","""8.6""","""""","""2.5""","""""","""5.6""","""""","""12.4""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-21""","""2015""","""01""","""21""","""†""","""7.1""","""""","""-0.8""","""""","""3.2""","""""","""14.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""T""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-22""","""2015""","""01""","""22""","""†""","""8.3""","""""","""5.0""","""""","""6.7""","""""","""11.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""9.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-23""","""2015""","""01""","""23""","""†""","""11.5""","""""","""7.7""","""""","""9.6""","""""","""8.4""","""""","""0.0""","""""","""""","""M""","""""","""M""","""30.5""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-24""","""2015""","""01""","""24""","""†""","""12.0""","""""","""10.1""","""""","""11.1""","""""","""6.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""9.4""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-25""","""2015""","""01""","""25""","""†""","""13.7""","""""","""5.7""","""""","""9.7""","""""","""8.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-26""","""2015""","""01""","""26""","""†""","""12.7""","""""","""4.7""","""""","""8.7""","""""","""9.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-27""","""2015""","""01""","""27""","""†""","""11.8""","""""","""6.8""","""""","""9.3""","""""","""8.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-28""","""2015""","""01""","""28""","""†""","""""","""M""","""5.8""","""E""","""""","""M""","""""","""M""","""""","""M""","""""","""M""","""""","""M""","""""","""M""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-29""","""2015""","""01""","""29""","""†""","""8.7""","""E""","""1.4""","""E""","""5.1""","""E""","""12.9""","""E""","""0.0""","""E""","""""","""M""","""""","""M""","""""","""M""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-30""","""2015""","""01""","""30""","""†""","""7.5""","""""","""0.6""","""""","""4.1""","""""","""13.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-01-31""","""2015""","""01""","""31""","""†""","""6.5""","""""","""3.5""","""""","""5.0""","""""","""13.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-01""","""2015""","""02""","""01""","""†""","""9.0""","""""","""5.3""","""""","""7.2""","""""","""10.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""2.2""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-02""","""2015""","""02""","""02""","""†""","""8.4""","""""","""6.8""","""""","""7.6""","""""","""10.4""","""""","""0.0""","""""","""""","""M""","""""","""M""","""2.7""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-03""","""2015""","""02""","""03""","""†""","""9.6""","""""","""5.3""","""""","""7.5""","""""","""10.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""3.3""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-04""","""2015""","""02""","""04""","""†""","""8.3""","""""","""3.7""","""""","""6.0""","""""","""12.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""1.2""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-05""","""2015""","""02""","""05""","""†""","""12.4""","""""","""7.1""","""""","""9.8""","""""","""8.2""","""""","""0.0""","""""","""""","""M""","""""","""M""","""24.5""","""""","""""","""""","""13""","""""","""33""",""""""
"""2015-02-06""","""2015""","""02""","""06""","""†""","""12.5""","""""","""10.4""","""""","""11.5""","""""","""6.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""9.5""","""""","""""","""""","""16""","""""","""48""",""""""
"""2015-02-07""","""2015""","""02""","""07""","""†""","""11.5""","""""","""9.4""","""""","""10.5""","""""","""7.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""11.3""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-08""","""2015""","""02""","""08""","""†""","""14.4""","""""","""8.9""","""""","""11.7""","""""","""6.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.5""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-09""","""2015""","""02""","""09""","""†""","""11.1""","""""","""7.4""","""""","""9.3""","""""","""8.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""15.8""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-10""","""2015""","""02""","""10""","""†""","""12.3""","""""","""7.9""","""""","""10.1""","""""","""7.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""9.4""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-11""","""2015""","""02""","""11""","""†""","""12.3""","""""","""6.1""","""""","""9.2""","""""","""8.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-12""","""2015""","""02""","""12""","""†""","""11.2""","""""","""7.3""","""""","""9.3""","""""","""8.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""8.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-13""","""2015""","""02""","""13""","""†""","""12.4""","""""","""7.7""","""""","""10.1""","""""","""7.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""3.4""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-14""","""2015""","""02""","""14""","""†""","""10.3""","""""","""5.1""","""""","""7.7""","""""","""10.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""T""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-15""","""2015""","""02""","""15""","""†""","""9.6""","""""","""3.3""","""""","""6.5""","""""","""11.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-16""","""2015""","""02""","""16""","""†""","""9.2""","""""","""0.7""","""""","""5.0""","""""","""13.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-17""","""2015""","""02""","""17""","""†""","""8.8""","""""","""0.1""","""""","""4.5""","""""","""13.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-18""","""2015""","""02""","""18""","""†""","""12.7""","""""","""2.6""","""""","""7.7""","""""","""10.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-19""","""2015""","""02""","""19""","""†""","""12.4""","""""","""6.4""","""""","""9.4""","""""","""8.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-20""","""2015""","""02""","""20""","""†""","""9.8""","""""","""4.8""","""""","""7.3""","""""","""10.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""31""","""""","""32""",""""""
"""2015-02-21""","""2015""","""02""","""21""","""†""","""9.8""","""""","""1.9""","""""","""5.9""","""""","""12.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-22""","""2015""","""02""","""22""","""†""","""8.5""","""""","""0.1""","""""","""4.3""","""""","""13.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-23""","""2015""","""02""","""23""","""†""","""9.0""","""""","""0.0""","""""","""4.5""","""""","""13.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-24""","""2015""","""02""","""24""","""†""","""9.1""","""""","""1.5""","""""","""5.3""","""""","""12.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-25""","""2015""","""02""","""25""","""†""","""8.6""","""""","""2.9""","""""","""5.8""","""""","""12.2""","""""","""0.0""","""""","""""","""M""","""""","""M""","""1.1""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-26""","""2015""","""02""","""26""","""†""","""9.8""","""""","""4.9""","""""","""7.4""","""""","""10.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.3""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-02-27""","""2015""","""02""","""27""","""†""","""9.5""","""""","""3.3""","""""","""6.4""","""""","""11.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""1.4""","""""","""""","""""","""30""","""""","""32""",""""""
"""2015-02-28""","""2015""","""02""","""28""","""†""","""11.1""","""""","""-0.8""","""""","""5.2""","""""","""12.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-01""","""2015""","""03""","""01""","""†""","""8.8""","""""","""-1.5""","""""","""3.7""","""""","""14.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""1.7""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-02""","""2015""","""03""","""02""","""†""","""8.8""","""""","""1.5""","""""","""5.2""","""""","""12.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""29""","""""","""33""",""""""
"""2015-03-03""","""2015""","""03""","""03""","""†""","""8.4""","""""","""-0.5""","""""","""4.0""","""""","""14.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-04""","""2015""","""03""","""04""","""†""","""9.6""","""""","""-1.8""","""""","""3.9""","""""","""14.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-05""","""2015""","""03""","""05""","""†""","""10.0""","""""","""0.7""","""""","""5.4""","""""","""12.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-06""","""2015""","""03""","""06""","""†""","""10.7""","""""","""1.5""","""""","""6.1""","""""","""11.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-07""","""2015""","""03""","""07""","""†""","""10.4""","""""","""1.4""","""""","""5.9""","""""","""12.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-08""","""2015""","""03""","""08""","""†""","""9.5""","""""","""1.1""","""""","""5.3""","""""","""12.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-09""","""2015""","""03""","""09""","""†""","""11.2""","""""","""1.5""","""""","""6.4""","""""","""11.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-10""","""2015""","""03""","""10""","""†""","""8.1""","""""","""3.7""","""""","""5.9""","""""","""12.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-11""","""2015""","""03""","""11""","""†""","""13.3""","""""","""7.4""","""""","""10.4""","""""","""7.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""7.1""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-12""","""2015""","""03""","""12""","""†""","""16.8""","""""","""8.1""","""""","""12.5""","""""","""5.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-13""","""2015""","""03""","""13""","""†""","""13.4""","""""","""6.0""","""""","""9.7""","""""","""8.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.4""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-14""","""2015""","""03""","""14""","""†""","""14.2""","""""","""6.8""","""""","""10.5""","""""","""7.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""14.3""","""""","""""","""""","""16""","""""","""43""",""""""
"""2015-03-15""","""2015""","""03""","""15""","""†""","""8.3""","""""","""6.1""","""""","""7.2""","""""","""10.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""12.5""","""""","""""","""""","""28""","""""","""35""",""""""
"""2015-03-16""","""2015""","""03""","""16""","""†""","""10.6""","""""","""3.1""","""""","""6.9""","""""","""11.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-17""","""2015""","""03""","""17""","""†""","""11.3""","""""","""3.1""","""""","""7.2""","""""","""10.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-18""","""2015""","""03""","""18""","""†""","""14.6""","""""","""5.8""","""""","""10.2""","""""","""7.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-19""","""2015""","""03""","""19""","""†""","""11.3""","""""","""8.7""","""""","""10.0""","""""","""8.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""12.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-20""","""2015""","""03""","""20""","""†""","""13.1""","""""","""8.4""","""""","""10.8""","""""","""7.2""","""""","""0.0""","""""","""""","""M""","""""","""M""","""17.0""","""""","""""","""""","""12""","""""","""48""",""""""
"""2015-03-21""","""2015""","""03""","""21""","""†""","""13.7""","""""","""6.7""","""""","""10.2""","""""","""7.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""7.8""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-22""","""2015""","""03""","""22""","""†""","""12.0""","""""","""6.4""","""""","""9.2""","""""","""8.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""4.7""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-23""","""2015""","""03""","""23""","""†""","""11.8""","""""","""5.9""","""""","""8.9""","""""","""9.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""5.2""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-24""","""2015""","""03""","""24""","""†""","""13.3""","""""","""5.5""","""""","""9.4""","""""","""8.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-25""","""2015""","""03""","""25""","""†""","""10.8""","""""","""7.1""","""""","""9.0""","""""","""9.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""26.1""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-26""","""2015""","""03""","""26""","""†""","""17.2""","""""","""10.5""","""""","""13.9""","""""","""4.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""T""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-27""","""2015""","""03""","""27""","""†""","""16.9""","""""","""7.8""","""""","""12.4""","""""","""5.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""1.4""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-28""","""2015""","""03""","""28""","""†""","""14.0""","""""","""8.8""","""""","""11.4""","""""","""6.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""2.3""","""""","""""","""""","""28""","""""","""37""",""""""
"""2015-03-29""","""2015""","""03""","""29""","""†""","""10.3""","""""","""8.4""","""""","""9.4""","""""","""8.6""","""""","""0.0""","""""","""""","""M""","""""","""M""","""17.9""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-30""","""2015""","""03""","""30""","""†""","""17.4""","""""","""9.2""","""""","""13.3""","""""","""4.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""2.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-03-31""","""2015""","""03""","""31""","""†""","""13.0""","""""","""5.1""","""""","""9.1""","""""","""8.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""3.6""","""""","""""","""""","""28""","""""","""48""",""""""
"""2015-04-01""","""2015""","""04""","""01""","""†""","""10.9""","""""","""4.9""","""""","""7.9""","""""","""10.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-02""","""2015""","""04""","""02""","""†""","""13.0""","""""","""3.1""","""""","""8.1""","""""","""9.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-03""","""2015""","""04""","""03""","""†""","""11.0""","""""","""6.6""","""""","""8.8""","""""","""9.2""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.8""","""""","""""","""""","""16""","""""","""37""",""""""
"""2015-04-04""","""2015""","""04""","""04""","""†""","""12.4""","""""","""2.9""","""""","""7.7""","""""","""10.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-05""","""2015""","""04""","""05""","""†""","""11.6""","""""","""0.8""","""""","""6.2""","""""","""11.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-06""","""2015""","""04""","""06""","""†""","""13.1""","""""","""3.0""","""""","""8.1""","""""","""9.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-07""","""2015""","""04""","""07""","""†""","""13.7""","""""","""2.7""","""""","""8.2""","""""","""9.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-08""","""2015""","""04""","""08""","""†""","""13.4""","""""","""3.5""","""""","""8.5""","""""","""9.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-09""","""2015""","""04""","""09""","""†""","""15.0""","""""","""5.2""","""""","""10.1""","""""","""7.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-10""","""2015""","""04""","""10""","""†""","""12.5""","""""","""7.1""","""""","""9.8""","""""","""8.2""","""""","""0.0""","""""","""""","""M""","""""","""M""","""1.8""","""""","""""","""""","""20""","""""","""33""",""""""
"""2015-04-11""","""2015""","""04""","""11""","""†""","""12.0""","""""","""6.2""","""""","""9.1""","""""","""8.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""21""","""""","""37""",""""""
"""2015-04-12""","""2015""","""04""","""12""","""†""","""11.5""","""""","""4.8""","""""","""8.2""","""""","""9.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.3""","""""","""""","""""","""27""","""""","""33""",""""""
"""2015-04-13""","""2015""","""04""","""13""","""†""","""8.8""","""""","""5.7""","""""","""7.3""","""""","""10.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""4.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-14""","""2015""","""04""","""14""","""†""","""11.2""","""""","""3.0""","""""","""7.1""","""""","""10.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.3""","""""","""""","""""","""27""","""""","""50""",""""""
"""2015-04-15""","""2015""","""04""","""15""","""†""","""12.5""","""""","""3.7""","""""","""8.1""","""""","""9.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-16""","""2015""","""04""","""16""","""†""","""14.0""","""""","""4.3""","""""","""9.2""","""""","""8.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-17""","""2015""","""04""","""17""","""†""","""14.4""","""""","""6.0""","""""","""10.2""","""""","""7.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""27""","""""","""48""",""""""
"""2015-04-18""","""2015""","""04""","""18""","""†""","""14.0""","""""","""6.4""","""""","""10.2""","""""","""7.8""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""29""","""""","""48""",""""""
"""2015-04-19""","""2015""","""04""","""19""","""†""","""15.2""","""""","""6.3""","""""","""10.8""","""""","""7.2""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-20""","""2015""","""04""","""20""","""†""","""16.1""","""""","""6.1""","""""","""11.1""","""""","""6.9""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""""","""""","""<31""",""""""
"""2015-04-21""","""2015""","""04""","""21""","""†""","""15.4""","""""","""7.6""","""""","""11.5""","""""","""6.5""","""""","""0.0""","""""","""""","""M""","""""","""M""","""2.9""","""""","""""","""""","""29""","""""","""41""",""""""
"""2015-04-22""","""2015""","""04""","""22""","""†""","""13.9""","""""","""7.8""","""""","""10.9""","""""","""7.1""","""""","""0.0""","""""","""""","""M""","""""","""M""","""0.0""","""""","""""","""""","""25""","""""","""37""",""""""
"""2015-04-23""","""2015""","""04""","""23""","""†""","""10.6""","""""","""5.9""","""""","""8.3""","""""","""9.7""","""""","""0.0""","""""","""""","""M""","""""","""M""","""7.1""","""""","""""","""""","""6""","""""","""35""",""""""
"""2015-04-24""","""2015""","""04""","""24""","""†""","""12.7""","""""","""4.6""","""""","""8.7""","""""","""9.3""","""""","""0.0""","""""","""""","""M""","""""","""M""","""14.4""","""""","""""","""""","""19""","""""","""37""",""""""
"""2015-04-25""","""2015""","""04""","""25""","""†""","""12.3""","""""","""5.6""","""""","""9.0""","""""","""9.0""","""""","""0.0""","""""","""""","""M""","""""","""M""","""8.4""","""""","""""","""""","""""","""""","""<31""",""""""
