NODE_NUMBER,BLOCK_NUMBER,LAT,LONG
7,52,49.2358900415086,-123.039372640744
3,52,49.2371088651392,-123.0379367054
6,52,49.2361330736135,-123.038925777183
5,52,49.2365074903119,-123.038715948762
1,52,49.2377785896485,-123.037296599817
2,17,49.2398732626874,-123.144516564762
1,17,49.2399791306837,-123.145174253895
1,03,49.258734581415,-123.112652703845
3,03,49.2587287843974,-123.11289650996
2,03,49.2586195690942,-123.111632776336
4,36,49.2546423981839,-123.186601904924
6,36,49.2546412680122,-123.187882049676
1,36,49.25472868022,-123.185993947032
2,36,49.2546362052255,-123.185369624063
3,36,49.2547347841531,-123.18723819937
2,01,49.2351728725937,-123.109036133828
3,01,49.2357052206257,-123.109899844205
3,01,49.2351830118385,-123.109319984537
1,01,49.2351547106685,-123.108472929303
4,01,49.2356340408672,-123.110456674702
2,01,49.2355963810666,-123.109232816116
4,01,49.2351945751977,-123.109685379785
1,01,49.235664856417,-123.108561110669
1,82,49.2791212008108,-123.035069146385
2,82,49.2790147211616,-123.035727230726
1,82,49.2786683967969,-123.035672026595
4,82,49.2786659317776,-123.034124404561
2,82,49.2786656456517,-123.035079891168
3,82,49.2786658091622,-123.034537102293
4,82,49.2790215874674,-123.034413349381
3,82,49.279121297923,-123.033746141961
1,74,49.218491259496,-123.154641749409
1,65,49.2705723341262,-123.07277766507
2,65,49.2704796055416,-123.07193998014
4,42,49.2466473423701,-123.049535331123
3,41,49.2474573150492,-123.049730330754
5,42,49.2463738183907,-123.049737706326
3,42,49.2466483639106,-123.049732884588
2,42,49.2469268945751,-123.049538990819
1,42,49.2469268104296,-123.04973484053
6,42,49.2463650692389,-123.049541822484
6,41,49.2472070620652,-123.049534201032
5,41,49.247214721362,-123.049733439686
2,67,49.2686389810299,-123.069246727121
1,67,49.2687440185783,-123.068460723965
6,67,49.268629233391,-123.066296859934
3,67,49.2687215083421,-123.067041304172
4,67,49.2686275974708,-123.067706387799
3,18,49.2414902303415,-123.148628252278
4,18,49.2412677616924,-123.148157730533
1,18,49.2416908451038,-123.147340934737
2,18,49.2413150977856,-123.147550839279
1,02,49.2684236195392,-123.109598938656
2,02,49.2679386300418,-123.110246461147
2,02,49.2683334583764,-123.110432691071
1,02,49.2679319049734,-123.109798964627
1,53,49.2351778599108,-123.025667036364
3,53,49.2348989705298,-123.025911912514
4,53,49.2351202658407,-123.026649126545
2,53,49.2353613890177,-123.026389850913
2,53,49.2350456966284,-123.025811010839
4,53,49.2347593815868,-123.025914902763
5,53,49.2345167411039,-123.025926630469
1,53,49.2355418565299,-123.026407997249
5,53,49.2350923855873,-123.026860505702
3,53,49.2353022901632,-123.026664389855
2,36,49.2615792067647,-123.184387981939
4,36,49.2615945914109,-123.18563890081
1,36,49.2616864898832,-123.185019936578
10,28,49.2598094760991,-123.121833572353
6,28,49.260107600586,-123.121820150261
5,28,49.2601064081755,-123.122072082188
3,28,49.2602619484688,-123.12206821902
2,28,49.260390918976,-123.121806691572
1,28,49.2603971221561,-123.122065721202
9,28,49.2598129071876,-123.122085514167
11,28,49.2596639961329,-123.122089586011
8,28,49.2599557692992,-123.121821192144
7,28,49.2599601194401,-123.122080214928
4,28,49.2602548187893,-123.121809187816
12,28,49.2596596816446,-123.121830894709
1,86,49.2791175581916,-123.024661438735
2,86,49.2790079767828,-123.025295469517
4,86,49.2790061805745,-123.023843832518
3,27,49.2621666957981,-123.186064011711
5,27,49.2618728793376,-123.18606762131
6,27,49.2618676124688,-123.185841372867
1,27,49.2624361774894,-123.186050909481
2,27,49.262466229495,-123.185822358338
4,27,49.2621826298518,-123.18583265996
2,80,49.2666126362703,-123.041043978751
4,80,49.2661831159034,-123.039913041234
4,80,49.2666129285942,-123.039849155423
5,80,49.2661779368143,-123.039461599087
3,80,49.2666732811699,-123.039153999364
2,80,49.2661863568241,-123.04083222191
3,80,49.2661865031128,-123.04041615073
1,80,49.2666775777234,-123.040442778193
1,80,49.2661914857929,-123.041408760546
4,36,49.2573261505947,-123.186372950946
1,36,49.2574639534696,-123.187126650717
2,36,49.2573067087955,-123.185648559283
6,36,49.2573532083174,-123.187855869695
2,00,49.2770315927466,-123.106533595288
24,50,49.2763670564388,-123.102919888168
26,50,49.2762984833659,-123.102872493106
4,00,49.2770361841684,-123.106831422002
14,50,49.2769852902325,-123.104160532277
6,00,49.2770412474964,-123.107104530252
4,50,49.2770301499827,-123.105881755345
3,50,49.2765479453022,-123.102843920691
8,00,49.2770456522669,-123.107378998215
10,00,49.277038352747,-123.107586829981
16,50,49.2769384204072,-123.103836179316
10,50,49.2770054325878,-123.104834532283
20,50,49.2767141688412,-123.10330608421
1,00,49.2771826575793,-123.107476125575
12,50,49.2769923008342,-123.10446570521
18,50,49.2768502277766,-123.103559804556
22,50,49.2765577110081,-123.103119867768
6,50,49.27703022347,-123.105555644608
2,50,49.2770255917706,-123.106222223478
8,50,49.2770239246046,-123.105183257117
1,50,49.2771597078249,-123.10617562949
12,57,49.2330660315415,-123.139499563712
5,57,49.2337996840086,-123.139782771546
10,57,49.2332916520828,-123.139490830937
16,57,49.232583181122,-123.13955424703
5,57,49.2333771979834,-123.138757996408
15,57,49.2325841559122,-123.13975241927
4,57,49.2339960079089,-123.139475588784
1,57,49.2341608004181,-123.139773735419
11,57,49.2330681634276,-123.139767465841
2,57,49.2340392531675,-123.138739301127
2,57,49.2342116146394,-123.139468558347
14,57,49.2328253659608,-123.139542195902
7,57,49.2335287119506,-123.139774520691
9,57,49.2333072474377,-123.139775626604
8,57,49.2335290584042,-123.139487886768
6,57,49.2330473520718,-123.138772058675
4,57,49.2337014623275,-123.138740182045
13,57,49.2328297046087,-123.13974812575
3,57,49.2340156332971,-123.139775152773
6,57,49.2338073976771,-123.139481170437
7,57,49.2327034129107,-123.138769199674
3,CR,49.2561321762832,-123.172936470786
1,CR,49.257056199637,-123.172925585229
1,29,49.257592910799,-123.028590513643
0.5,29,49.2579935028658,-123.028593534874
2,29,49.2579910198457,-123.028449162604
1,58,49.231697714211,-123.03068296284
2,58,49.231245789839,-123.030523761619
2,33,49.2549954341273,-123.052918899131
1,32,49.2553363162294,-123.053038038439
6,08,49.2083614629076,-123.127106555426
3,08,49.2084524037601,-123.125611445068
0.6,08,49.2082890506322,-123.12434649567
2,08,49.2083274580689,-123.125156661476
8,08,49.2083652048198,-123.127367984693
7,08,49.2084893111982,-123.127336877035
0.5,08,49.2084411452205,-123.12435283562
4,08,49.2083415895006,-123.126008998187
1,08,49.2084448009166,-123.124583222873
5,08,49.2084793948307,-123.126554375553
4,61,49.2484849116745,-123.080913325572
3,61,49.2485740194222,-123.080409402898
1,61,49.2485889284719,-123.08131622817
2,61,49.2484946182176,-123.081768353108
4,19,49.2270536655732,-123.151048993808
6,19,49.227065227811,-123.15215001296
5,19,49.2271878419199,-123.152177597541
1,19,49.227157914584,-123.150502334651
0.5,19,49.2271471649668,-123.149657849445
2,19,49.2270366936805,-123.149901000625
3,19,49.2271899786968,-123.151619762795
0.6,19,49.2270353518485,-123.149631594779
4,63,49.226153458439,-123.072399017828
6,63,49.2253889933605,-123.073074534722
6,63,49.2257925390845,-123.072417182661
2,63,49.2270094725968,-123.073073683122
3,63,49.2263390110003,-123.072387422513
5,63,49.2259699418458,-123.072405754133
4,63,49.2262776325251,-123.073093425035
3,63,49.2258181371429,-123.073191811576
2,63,49.2267014507235,-123.07238328229
1,63,49.2268819074428,-123.072378876189
1,63,49.2266258366697,-123.073168392627
4,54,49.2555563216086,-123.094631043965
3,54,49.255153402973,-123.095009560472
3,54,49.2556330663849,-123.093994889755
5,54,49.2551430101574,-123.094189690389
2,54,49.2555735227495,-123.095991271165
1,54,49.2556580785573,-123.095327635316
1,54,49.2551734911181,-123.096235492801
2,54,49.2551638180718,-123.095567448183
4,54,49.2551485002979,-123.094593325117
1,76,49.2175753181778,-123.053399388695
3,76,49.2180789332465,-123.052425028605
4,76,49.2180049960629,-123.051717781432
1,76,49.2180449899461,-123.0539191558
5,76,49.2181185883018,-123.0509488255
2,76,49.217958370947,-123.05318940032
3,76,49.2175756132253,-123.05166269439
2,76,49.217576265275,-123.05260960231
0.6,38,49.2506027890847,-123.05643454039
2,38,49.2505066414682,-123.056484970127
8,38,49.249810327612,-123.056489988087
3,38,49.2502715334618,-123.056796497044
2,38,49.2499751910429,-123.055881800735
6,38,49.2500509211147,-123.056493670326
4,38,49.2502645797413,-123.056485422234
1,38,49.2503748311422,-123.055881331161
0.5,38,49.2505775992263,-123.056844790509
7,38,49.2498145882946,-123.056789789506
1,38,49.2505361021003,-123.056794299689
5,38,49.2500467768263,-123.056800430174
2,70,49.2820703698076,-123.062805459169
1,70,49.2816603695347,-123.063218128811
2,70,49.2816538861634,-123.062052536513
3,70,49.2821687594251,-123.062155948378
1,70,49.2821668427853,-123.063349756613
2,39,49.2496251923102,-123.049499039304
3,39,49.2493425600993,-123.04971366065
6,39,49.2490443035897,-123.049529306166
4,39,49.2493470558067,-123.049529609023
5,39,49.2490453280466,-123.049720108834
1,39,49.2496226187769,-123.049752429654
2,71,49.2193344196026,-123.073953843038
1,71,49.2192394646019,-123.073291900024
2,05,49.2795734829154,-123.038744424564
1,59,49.2322958237543,-123.170394640451
2,65,49.2259372375125,-123.129080816455
1,65,49.2262463342479,-123.132008776504
1,65,49.2263473492183,-123.129065115204
5,85,49.2657595371744,-123.027003645763
1,85,49.2657657265002,-123.028279425311
3,85,49.265762632411,-123.027646497521
1,80,49.2582311608495,-123.041381403394
6,80,49.2580403861094,-123.040247632778
9,80,49.2582497807543,-123.039162562952
7,80,49.2582427706513,-123.039724184123
2,80,49.2580479386987,-123.041402785611
3,80,49.2582477484293,-123.04084943442
10,80,49.2580408000063,-123.039147733745
5,80,49.2582433920391,-123.040293589957
8,80,49.258036583223,-123.039695584229
4,80,49.258044122653,-123.040827236221
2,29,49.2575829795114,-123.049468599038
0.6,29,49.2577915213264,-123.049476104994
1,29,49.2577582867261,-123.049637551964
4,29,49.2571087888663,-123.049466132424
1,77,49.2140800182458,-123.027977028374
2,77,49.213875441339,-123.02800267195
1,78,49.2135622301184,-123.027909757623
2,78,49.2133362416662,-123.027872392804
3,78,49.2130831257433,-123.027974351281
3,86,49.2068471056956,-123.024279384662
2,86,49.2068118045912,-123.024887885768
1,86,49.2067581790686,-123.025648972801
12,00,49.2750790918515,-123.114377987149
10,00,49.2747919186848,-123.114506923
6,00,49.274243210114,-123.114508966038
4,00,49.2741012609218,-123.114514108977
2,00,49.273987655018,-123.11453795912
8,00,49.2745124553303,-123.114498673653
9,62,49.2831177375221,-123.077414324919
