,YEAR,BNE Residential/Other,Theft from Vehicle,Other Theft,Mischief,Theft of Vehicle,BNE Commercial
322430,2010,0,0,1,0,0,0
322431,2010,0,0,1,0,0,0
322432,2010,0,0,1,0,0,0
322433,2010,1,0,0,0,0,0
322434,2010,0,0,1,0,0,0
322435,2010,0,0,1,0,0,0
322436,2010,0,0,1,0,0,0
322437,2010,0,0,1,0,0,0
322438,2010,0,0,1,0,0,0
322439,2010,1,0,0,0,0,0
322440,2010,0,0,1,0,0,0
322441,2010,0,0,1,0,0,0
322442,2010,0,0,0,1,0,0
322443,2010,1,0,0,0,0,0
322444,2010,1,0,0,0,0,0
322445,2010,0,0,1,0,0,0
322446,2010,1,0,0,0,0,0
322447,2010,0,0,0,1,0,0
322448,2010,0,0,0,1,0,0
322449,2010,1,0,0,0,0,0
322450,2010,0,0,1,0,0,0
322451,2010,0,0,0,1,0,0
322452,2010,1,0,0,0,0,0
322453,2010,0,0,0,1,0,0
322454,2010,0,0,0,0,1,0
322455,2010,0,0,0,1,0,0
322456,2010,0,0,0,1,0,0
322457,2010,0,0,1,0,0,0
322458,2010,0,0,1,0,0,0
322459,2010,0,0,0,1,0,0
322460,2010,0,0,1,0,0,0
322461,2010,0,0,1,0,0,0
322462,2010,0,0,1,0,0,0
322463,2010,0,0,1,0,0,0
322464,2010,0,0,1,0,0,0
322465,2010,0,0,1,0,0,0
322466,2010,0,0,0,1,0,0
322467,2010,0,0,0,1,0,0
322468,2010,0,0,1,0,0,0
322469,2010,0,0,1,0,0,0
322470,2010,0,0,1,0,0,0
322471,2010,1,0,0,0,0,0
322472,2010,0,0,1,0,0,0
322473,2010,0,0,1,0,0,0
322474,2010,0,0,1,0,0,0
322475,2010,0,0,1,0,0,0
322476,2010,1,0,0,0,0,0
322477,2010,0,0,1,0,0,0
322478,2010,0,0,1,0,0,0
322479,2010,0,1,0,0,0,0
322480,2010,0,0,1,0,0,0
322481,2010,0,0,1,0,0,0
322482,2010,1,0,0,0,0,0
322483,2010,0,0,1,0,0,0
322484,2010,0,0,1,0,0,0
322485,2010,0,0,1,0,0,0
322486,2010,0,0,1,0,0,0
322487,2010,0,0,1,0,0,0
322488,2010,0,0,1,0,0,0
322489,2010,0,0,1,0,0,0
322490,2010,1,0,0,0,0,0
322491,2010,0,0,1,0,0,0
322492,2010,1,0,0,0,0,0
322493,2010,0,0,1,0,0,0
322494,2010,0,0,1,0,0,0
322495,2010,1,0,0,0,0,0
322496,2010,0,0,0,1,0,0
322497,2010,0,0,1,0,0,0
322498,2010,1,0,0,0,0,0
322499,2010,0,0,1,0,0,0
322500,2010,0,0,0,1,0,0
322501,2010,1,0,0,0,0,0
322502,2010,0,0,1,0,0,0
322503,2010,0,0,1,0,0,0
322504,2010,0,0,1,0,0,0
322505,2010,0,0,1,0,0,0
322506,2010,0,0,1,0,0,0
322507,2010,0,1,0,0,0,0
322508,2010,0,0,1,0,0,0
322509,2010,0,0,1,0,0,0
322510,2010,1,0,0,0,0,0
322511,2010,0,0,1,0,0,0
322512,2010,1,0,0,0,0,0
322513,2010,0,0,1,0,0,0
322514,2010,0,0,1,0,0,0
322515,2010,0,0,1,0,0,0
322516,2010,0,0,1,0,0,0
322517,2010,1,0,0,0,0,0
322518,2010,0,0,1,0,0,0
322519,2010,0,0,0,1,0,0
322520,2010,0,0,1,0,0,0
322521,2010,0,0,1,0,0,0
322522,2010,0,0,1,0,0,0
322523,2010,0,0,1,0,0,0
322524,2010,0,0,1,0,0,0
322525,2010,0,1,0,0,0,0
322526,2010,0,0,1,0,0,0
322527,2010,0,1,0,0,0,0
322528,2010,1,0,0,0,0,0
322529,2010,0,0,1,0,0,0
322530,2010,0,0,1,0,0,0
322531,2010,0,0,1,0,0,0
322532,2010,0,0,1,0,0,0
322533,2010,0,0,1,0,0,0
322534,2010,0,0,1,0,0,0
322535,2010,1,0,0,0,0,0
322536,2010,0,0,1,0,0,0
322537,2010,0,0,1,0,0,0
322538,2010,1,0,0,0,0,0
322539,2010,0,0,1,0,0,0
322540,2010,0,0,1,0,0,0
322541,2010,0,0,1,0,0,0
322542,2010,0,0,1,0,0,0
322543,2010,0,0,1,0,0,0
322544,2010,0,0,1,0,0,0
322545,2010,0,0,1,0,0,0
322546,2010,0,0,0,1,0,0
322547,2010,0,1,0,0,0,0
322548,2010,0,0,0,1,0,0
322549,2010,0,0,1,0,0,0
322550,2010,0,0,1,0,0,0
322551,2010,1,0,0,0,0,0
322552,2010,0,0,0,1,0,0
322553,2010,0,0,1,0,0,0
322554,2010,0,0,1,0,0,0
322555,2010,1,0,0,0,0,0
322556,2010,0,0,1,0,0,0
322557,2010,0,0,1,0,0,0
322558,2010,1,0,0,0,0,0
322559,2010,1,0,0,0,0,0
322560,2010,1,0,0,0,0,0
322561,2010,1,0,0,0,0,0
322562,2010,0,1,0,0,0,0
322563,2010,1,0,0,0,0,0
322564,2010,0,0,1,0,0,0
322565,2010,0,0,1,0,0,0
322566,2010,0,0,0,1,0,0
322567,2010,0,0,0,1,0,0
322568,2010,0,0,1,0,0,0
322569,2010,0,0,1,0,0,0
322570,2010,0,0,1,0,0,0
322571,2010,0,0,1,0,0,0
322572,2010,0,0,1,0,0,0
322573,2010,0,0,1,0,0,0
322574,2010,0,0,0,1,0,0
322575,2010,0,0,1,0,0,0
322576,2010,0,0,1,0,0,0
322577,2010,0,0,0,1,0,0
322578,2010,1,0,0,0,0,0
322579,2010,0,0,1,0,0,0
322580,2010,0,0,0,1,0,0
322581,2010,0,0,1,0,0,0
322582,2010,0,0,0,1,0,0
322583,2010,0,0,1,0,0,0
322584,2010,0,0,1,0,0,0
322585,2010,0,0,1,0,0,0
322586,2010,0,0,1,0,0,0
322587,2010,1,0,0,0,0,0
322588,2010,0,0,0,1,0,0
322589,2010,0,0,0,1,0,0
322590,2010,1,0,0,0,0,0
322591,2010,0,0,1,0,0,0
322592,2010,0,0,0,1,0,0
322593,2010,0,0,0,1,0,0
322594,2010,0,0,1,0,0,0
322595,2010,1,0,0,0,0,0
322596,2010,1,0,0,0,0,0
322597,2010,0,0,0,1,0,0
322598,2010,1,0,0,0,0,0
322599,2010,1,0,0,0,0,0
322600,2010,0,0,0,1,0,0
322601,2010,0,0,1,0,0,0
322602,2010,0,0,1,0,0,0
322603,2010,0,0,0,1,0,0
322604,2010,0,0,0,1,0,0
322605,2010,0,0,1,0,0,0
322606,2010,0,0,0,1,0,0
322607,2010,0,0,0,1,0,0
322608,2010,1,0,0,0,0,0
322609,2010,0,1,0,0,0,0
322610,2010,0,0,1,0,0,0
322611,2010,0,0,0,0,1,0
322612,2010,0,0,1,0,0,0
322613,2010,0,0,1,0,0,0
322614,2010,0,0,0,1,0,0
322615,2010,0,0,1,0,0,0
322616,2010,0,0,1,0,0,0
322617,2010,1,0,0,0,0,0
322618,2010,0,0,0,1,0,0
322619,2010,0,0,1,0,0,0
322620,2010,0,0,0,0,1,0
322621,2010,0,0,1,0,0,0
322622,2010,0,0,0,1,0,0
322623,2010,0,0,1,0,0,0
322624,2010,0,0,1,0,0,0
322625,2010,0,0,1,0,0,0
322626,2010,0,0,1,0,0,0
322627,2010,0,0,1,0,0,0
322628,2010,0,0,1,0,0,0
322629,2010,0,0,1,0,0,0
322630,2010,0,1,0,0,0,0
322631,2010,0,0,1,0,0,0
322632,2010,0,0,1,0,0,0
322633,2010,0,0,1,0,0,0
322634,2010,1,0,0,0,0,0
322635,2010,0,0,1,0,0,0
322636,2010,0,0,1,0,0,0
322637,2010,0,0,1,0,0,0
322638,2010,0,0,1,0,0,0
322639,2010,0,0,0,1,0,0
322640,2010,0,1,0,0,0,0
322641,2010,0,0,1,0,0,0
322642,2010,0,0,1,0,0,0
322643,2010,1,0,0,0,0,0
322644,2010,0,0,1,0,0,0
322645,2010,0,0,1,0,0,0
322646,2010,0,0,0,1,0,0
322647,2010,0,0,1,0,0,0
322648,2010,0,0,1,0,0,0
322649,2010,1,0,0,0,0,0
322650,2010,0,0,1,0,0,0
322651,2010,0,1,0,0,0,0
322652,2010,1,0,0,0,0,0
322653,2010,1,0,0,0,0,0
322654,2010,0,0,1,0,0,0
322655,2010,0,0,1,0,0,0
322656,2010,0,0,1,0,0,0
322657,2010,0,0,1,0,0,0
322658,2010,0,0,0,1,0,0
322659,2010,0,0,0,0,1,0
322660,2010,0,0,1,0,0,0
322661,2010,0,0,1,0,0,0
322662,2010,0,0,1,0,0,0
322663,2010,1,0,0,0,0,0
322664,2010,0,0,1,0,0,0
322665,2010,0,0,1,0,0,0
322666,2010,0,0,1,0,0,0
322667,2010,0,0,1,0,0,0
322668,2010,0,0,1,0,0,0
322669,2010,0,0,1,0,0,0
322670,2010,1,0,0,0,0,0
322671,2010,0,0,1,0,0,0
322672,2010,0,0,1,0,0,0
322673,2010,1,0,0,0,0,0
322674,2010,0,0,1,0,0,0
322675,2010,0,0,1,0,0,0
322676,2010,0,0,1,0,0,0
322677,2010,0,1,0,0,0,0
322678,2010,1,0,0,0,0,0
322679,2010,0,0,0,1,0,0
322680,2010,0,0,0,1,0,0
322681,2010,0,1,0,0,0,0
322682,2010,0,0,1,0,0,0
322683,2010,0,0,0,1,0,0
322684,2010,0,0,0,1,0,0
322685,2010,0,0,1,0,0,0
322686,2010,0,0,1,0,0,0
322687,2010,0,0,0,1,0,0
322688,2010,0,0,1,0,0,0
322689,2010,0,0,1,0,0,0
322690,2010,0,0,1,0,0,0
322691,2010,0,0,0,1,0,0
322692,2010,0,0,0,1,0,0
322693,2010,0,0,0,1,0,0
322694,2010,0,0,1,0,0,0
322695,2010,0,0,1,0,0,0
322696,2010,0,0,0,1,0,0
322697,2010,0,0,1,0,0,0
322698,2010,0,0,1,0,0,0
322699,2010,0,0,1,0,0,0
322700,2010,0,0,1,0,0,0
322701,2010,0,0,1,0,0,0
322702,2010,0,1,0,0,0,0
322703,2010,0,0,1,0,0,0
322704,2010,0,1,0,0,0,0
322705,2010,0,0,1,0,0,0
322706,2010,0,0,1,0,0,0
322707,2010,1,0,0,0,0,0
322708,2010,0,0,1,0,0,0
322709,2010,0,0,1,0,0,0
322710,2010,0,0,1,0,0,0
322711,2010,0,0,1,0,0,0
322712,2010,0,0,0,1,0,0
322713,2010,0,0,1,0,0,0
322714,2010,1,0,0,0,0,0
322715,2010,0,0,1,0,0,0
322716,2010,0,0,1,0,0,0
322717,2010,1,0,0,0,0,0
322718,2010,0,0,0,1,0,0
322719,2010,0,0,1,0,0,0
322720,2010,0,0,0,1,0,0
322721,2010,0,0,1,0,0,0
322722,2010,0,0,1,0,0,0
322723,2010,0,0,1,0,0,0
322724,2010,0,0,1,0,0,0
322725,2010,0,1,0,0,0,0
322726,2010,0,0,1,0,0,0
322727,2010,0,0,1,0,0,0
322728,2010,0,0,1,0,0,0
322729,2010,0,0,0,1,0,0
322730,2010,0,0,1,0,0,0
322731,2010,0,0,1,0,0,0
322732,2010,0,0,1,0,0,0
322733,2010,0,0,1,0,0,0
322734,2010,0,0,0,1,0,0
322735,2010,0,0,1,0,0,0
322736,2010,0,0,0,1,0,0
322737,2010,0,0,1,0,0,0
322738,2010,0,0,1,0,0,0
322739,2010,0,0,1,0,0,0
322740,2010,1,0,0,0,0,0
322741,2010,0,1,0,0,0,0
322742,2010,0,0,1,0,0,0
322743,2010,0,0,1,0,0,0
322744,2010,0,0,1,0,0,0
322745,2010,1,0,0,0,0,0
322746,2010,0,0,0,1,0,0
322747,2010,0,0,0,1,0,0
322748,2010,1,0,0,0,0,0
322749,2010,0,0,1,0,0,0
322750,2010,0,0,1,0,0,0
322751,2010,1,0,0,0,0,0
322752,2010,0,0,1,0,0,0
322753,2010,0,0,1,0,0,0
322754,2010,0,0,1,0,0,0
322755,2010,1,0,0,0,0,0
322756,2010,0,0,0,1,0,0
322757,2010,1,0,0,0,0,0
322758,2010,0,0,0,1,0,0
322759,2010,0,0,1,0,0,0
322760,2010,0,0,1,0,0,0
322761,2010,0,0,1,0,0,0
322762,2010,0,1,0,0,0,0
322763,2010,0,0,1,0,0,0
322764,2010,0,0,1,0,0,0
322765,2010,0,0,0,1,0,0
322766,2010,0,0,1,0,0,0
322767,2010,1,0,0,0,0,0
322768,2010,0,0,1,0,0,0
322769,2010,0,0,1,0,0,0
322770,2010,0,1,0,0,0,0
322771,2010,0,0,1,0,0,0
322772,2010,0,0,1,0,0,0
322773,2010,0,0,1,0,0,0
322774,2010,0,0,1,0,0,0
322775,2010,0,1,0,0,0,0
322776,2010,0,0,1,0,0,0
322777,2010,0,0,0,1,0,0
322778,2010,0,0,1,0,0,0
322779,2010,1,0,0,0,0,0
322780,2010,0,0,0,1,0,0
322781,2010,0,0,1,0,0,0
322782,2010,0,0,1,0,0,0
322783,2010,1,0,0,0,0,0
322784,2010,0,0,1,0,0,0
322785,2010,0,0,0,0,1,0
322786,2010,0,0,1,0,0,0
322787,2010,0,0,0,1,0,0
322788,2010,0,0,1,0,0,0
322789,2010,1,0,0,0,0,0
322790,2010,0,0,0,1,0,0
322791,2010,0,0,1,0,0,0
322792,2010,0,0,0,1,0,0
322793,2010,0,0,1,0,0,0
322794,2010,0,0,1,0,0,0
322795,2010,0,0,0,1,0,0
322796,2010,0,0,0,1,0,0
322797,2010,0,0,1,0,0,0
322798,2010,0,0,1,0,0,0
322799,2010,1,0,0,0,0,0
322800,2010,1,0,0,0,0,0
322801,2010,1,0,0,0,0,0
322802,2010,1,0,0,0,0,0
322803,2010,1,0,0,0,0,0
322804,2010,0,1,0,0,0,0
322805,2010,0,0,1,0,0,0
322806,2010,0,0,0,1,0,0
322807,2010,0,0,0,0,1,0
322808,2010,0,0,0,1,0,0
322809,2010,1,0,0,0,0,0
322810,2010,0,0,1,0,0,0
322811,2010,1,0,0,0,0,0
322812,2010,0,1,0,0,0,0
322813,2010,0,0,1,0,0,0
322814,2010,1,0,0,0,0,0
322815,2010,0,0,1,0,0,0
322816,2010,0,0,1,0,0,0
322817,2010,0,0,1,0,0,0
322818,2010,0,0,1,0,0,0
322819,2010,0,0,1,0,0,0
322820,2010,0,0,1,0,0,0
322821,2010,0,0,0,0,1,0
322822,2010,0,0,1,0,0,0
322823,2010,0,0,1,0,0,0
322824,2010,0,0,1,0,0,0
322825,2010,1,0,0,0,0,0
322826,2010,0,0,1,0,0,0
322827,2010,1,0,0,0,0,0
322828,2010,1,0,0,0,0,0
322829,2010,1,0,0,0,0,0
322830,2010,0,0,1,0,0,0
322831,2010,0,0,1,0,0,0
322832,2010,0,0,1,0,0,0
322833,2010,0,0,1,0,0,0
322834,2010,0,0,1,0,0,0
322835,2010,0,0,1,0,0,0
322836,2010,0,0,1,0,0,0
322837,2010,0,0,1,0,0,0
322838,2010,0,0,1,0,0,0
322839,2010,1,0,0,0,0,0
322840,2010,0,0,0,1,0,0
322841,2010,1,0,0,0,0,0
322842,2010,1,0,0,0,0,0
322843,2010,0,0,1,0,0,0
322844,2010,0,0,1,0,0,0
322845,2010,0,0,1,0,0,0
322846,2010,0,0,1,0,0,0
322847,2010,0,0,1,0,0,0
322848,2010,0,0,1,0,0,0
322849,2010,0,0,1,0,0,0
322850,2010,0,0,1,0,0,0
322851,2010,0,0,1,0,0,0
322852,2010,0,0,1,0,0,0
322853,2010,0,1,0,0,0,0
322854,2010,0,0,1,0,0,0
322855,2010,0,0,1,0,0,0
322856,2010,0,0,1,0,0,0
322857,2010,0,0,1,0,0,0
322858,2010,0,0,0,1,0,0
322859,2010,0,0,1,0,0,0
322860,2010,0,0,0,1,0,0
322861,2010,0,0,1,0,0,0
322862,2010,1,0,0,0,0,0
322863,2010,0,0,0,1,0,0
322864,2010,1,0,0,0,0,0
322865,2010,1,0,0,0,0,0
322866,2010,0,0,1,0,0,0
322867,2010,0,0,0,1,0,0
322868,2010,1,0,0,0,0,0
322869,2010,0,0,0,1,0,0
322870,2010,0,0,0,1,0,0
322871,2010,0,0,1,0,0,0
322872,2010,1,0,0,0,0,0
322873,2010,0,0,1,0,0,0
322874,2010,0,0,0,1,0,0
322875,2010,0,0,1,0,0,0
322876,2010,0,0,0,1,0,0
322877,2010,0,0,1,0,0,0
322878,2010,0,0,0,1,0,0
322879,2010,0,0,1,0,0,0
322880,2010,0,0,1,0,0,0
322881,2010,1,0,0,0,0,0
322882,2010,0,0,1,0,0,0
322883,2010,1,0,0,0,0,0
322884,2010,1,0,0,0,0,0
322885,2010,0,0,1,0,0,0
322886,2010,0,0,0,1,0,0
322887,2010,0,0,1,0,0,0
322888,2010,0,0,1,0,0,0
322889,2010,0,0,0,1,0,0
322890,2010,0,0,0,1,0,0
322891,2010,0,0,0,0,1,0
322892,2010,0,0,1,0,0,0
322893,2010,1,0,0,0,0,0
322894,2010,1,0,0,0,0,0
322895,2010,0,0,1,0,0,0
322896,2010,0,0,1,0,0,0
322897,2010,1,0,0,0,0,0
322898,2010,0,0,0,1,0,0
322899,2010,0,0,1,0,0,0
322900,2010,1,0,0,0,0,0
322901,2010,0,0,0,1,0,0
322902,2010,0,0,1,0,0,0
322903,2010,0,0,0,1,0,0
322904,2010,0,0,0,1,0,0
322905,2010,0,0,0,0,1,0
322906,2010,0,1,0,0,0,0
322907,2010,0,0,1,0,0,0
322908,2010,0,0,1,0,0,0
322909,2010,0,0,0,1,0,0
322910,2010,0,1,0,0,0,0
322911,2010,0,0,1,0,0,0
322912,2010,0,0,0,1,0,0
322913,2010,0,0,0,1,0,0
322914,2010,0,0,0,1,0,0
322915,2010,0,0,0,1,0,0
322916,2010,0,0,0,1,0,0
322917,2010,0,0,0,1,0,0
322918,2010,0,0,1,0,0,0
322919,2010,0,0,0,1,0,0
322920,2010,0,0,0,1,0,0
322921,2010,0,0,0,1,0,0
322922,2010,0,0,1,0,0,0
322923,2010,0,0,0,1,0,0
322924,2010,0,0,0,1,0,0
322925,2010,0,0,0,1,0,0
322926,2010,0,0,0,1,0,0
322927,2010,0,1,0,0,0,0
322928,2010,1,0,0,0,0,0
322929,2010,0,0,1,0,0,0
322930,2010,0,0,0,1,0,0
322931,2010,0,0,0,1,0,0
322932,2010,0,0,0,1,0,0
322933,2010,0,0,0,1,0,0
322934,2010,1,0,0,0,0,0
322935,2010,0,0,1,0,0,0
322936,2010,0,0,0,1,0,0
322937,2010,0,0,0,1,0,0
322938,2010,0,0,0,1,0,0
322939,2010,0,0,0,1,0,0
322940,2010,1,0,0,0,0,0
322941,2010,1,0,0,0,0,0
322942,2010,0,1,0,0,0,0
322943,2010,0,0,1,0,0,0
322944,2010,0,0,1,0,0,0
322945,2010,1,0,0,0,0,0
322946,2010,0,0,1,0,0,0
322947,2010,0,1,0,0,0,0
322948,2010,1,0,0,0,0,0
322949,2010,0,0,1,0,0,0
322950,2010,0,0,0,1,0,0
322951,2010,0,0,1,0,0,0
322952,2010,0,0,1,0,0,0
322953,2010,0,0,1,0,0,0
322954,2010,0,0,0,1,0,0
322955,2010,0,1,0,0,0,0
322956,2010,1,0,0,0,0,0
322957,2010,1,0,0,0,0,0
322958,2010,0,0,1,0,0,0
322959,2010,0,0,1,0,0,0
322960,2010,1,0,0,0,0,0
322961,2010,0,0,1,0,0,0
322962,2010,0,0,0,1,0,0
322963,2010,0,0,0,1,0,0
322964,2010,0,0,0,1,0,0
322965,2010,0,0,1,0,0,0
322966,2010,0,0,0,1,0,0
322967,2010,0,0,1,0,0,0
322968,2010,0,0,0,1,0,0
322969,2010,0,0,0,1,0,0
322970,2010,0,0,0,1,0,0
322971,2010,1,0,0,0,0,0
322972,2010,0,0,0,1,0,0
322973,2010,0,1,0,0,0,0
322974,2010,0,0,1,0,0,0
322975,2010,1,0,0,0,0,0
322976,2010,0,0,0,1,0,0
322977,2010,0,0,0,1,0,0
322978,2010,1,0,0,0,0,0
322979,2010,0,0,0,1,0,0
322980,2010,0,0,0,1,0,0
322981,2010,0,0,1,0,0,0
322982,2010,0,0,1,0,0,0
322983,2010,0,0,1,0,0,0
322984,2010,0,0,1,0,0,0
322985,2010,0,0,0,1,0,0
322986,2010,0,0,1,0,0,0
322987,2010,0,0,1,0,0,0
322988,2010,0,0,1,0,0,0
322989,2010,0,0,0,1,0,0
322990,2010,0,0,1,0,0,0
322991,2010,0,0,1,0,0,0
322992,2010,0,0,1,0,0,0
322993,2010,0,0,1,0,0,0
322994,2010,0,0,1,0,0,0
322995,2010,0,0,1,0,0,0
322996,2010,0,0,1,0,0,0
322997,2010,0,0,1,0,0,0
322998,2010,0,0,1,0,0,0
322999,2010,0,0,1,0,0,0
323000,2010,0,0,1,0,0,0
323001,2010,0,0,1,0,0,0
323002,2010,0,0,1,0,0,0
323003,2010,0,0,1,0,0,0
323004,2010,0,1,0,0,0,0
323005,2010,0,0,1,0,0,0
323006,2010,1,0,0,0,0,0
323007,2010,0,0,1,0,0,0
323008,2010,0,0,0,1,0,0
323009,2010,0,0,1,0,0,0
323010,2010,0,0,1,0,0,0
323011,2010,0,0,0,0,1,0
323012,2010,0,0,0,1,0,0
323013,2010,0,0,1,0,0,0
323014,2010,0,0,1,0,0,0
323015,2010,0,0,1,0,0,0
323016,2010,0,0,1,0,0,0
323017,2010,0,0,1,0,0,0
323018,2010,0,0,1,0,0,0
323019,2010,0,0,1,0,0,0
323020,2010,1,0,0,0,0,0
323021,2010,0,0,0,1,0,0
323022,2010,0,0,1,0,0,0
323023,2010,0,0,1,0,0,0
323024,2010,0,0,1,0,0,0
323025,2010,0,0,1,0,0,0
323026,2010,0,0,1,0,0,0
323027,2010,0,0,1,0,0,0
323028,2010,0,0,1,0,0,0
323029,2010,0,0,1,0,0,0
323030,2010,1,0,0,0,0,0
323031,2010,0,0,1,0,0,0
323032,2010,0,0,0,1,0,0
323033,2010,0,0,1,0,0,0
323034,2010,0,0,1,0,0,0
323035,2010,0,0,1,0,0,0
323036,2010,0,0,0,1,0,0
323037,2010,0,0,0,1,0,0
323038,2010,0,0,1,0,0,0
323039,2010,0,0,0,1,0,0
323040,2010,0,0,1,0,0,0
323041,2010,0,0,1,0,0,0
323042,2010,0,0,1,0,0,0
323043,2010,0,0,1,0,0,0
323044,2010,0,0,0,1,0,0
323045,2010,0,0,1,0,0,0
323046,2010,0,0,1,0,0,0
323047,2010,0,0,1,0,0,0
323048,2010,0,0,1,0,0,0
323049,2010,0,0,1,0,0,0
323050,2010,0,0,1,0,0,0
323051,2010,0,0,1,0,0,0
323052,2010,0,0,1,0,0,0
323053,2010,0,0,1,0,0,0
323054,2010,0,0,0,1,0,0
323055,2010,0,0,0,1,0,0
323056,2010,0,0,1,0,0,0
323057,2010,0,0,0,1,0,0
323058,2010,0,0,1,0,0,0
323059,2010,0,0,1,0,0,0
323060,2010,0,0,1,0,0,0
323061,2010,0,0,0,0,1,0
323062,2010,1,0,0,0,0,0
323063,2010,0,0,1,0,0,0
323064,2010,1,0,0,0,0,0
323065,2010,1,0,0,0,0,0
323066,2010,0,0,0,1,0,0
323067,2010,0,0,1,0,0,0
323068,2010,0,0,0,1,0,0
323069,2010,0,0,1,0,0,0
323070,2010,0,0,0,1,0,0
323071,2010,0,0,1,0,0,0
323072,2010,0,0,0,1,0,0
323073,2010,0,0,1,0,0,0
323074,2010,0,0,0,1,0,0
323075,2010,0,0,1,0,0,0
323076,2010,1,0,0,0,0,0
323077,2010,1,0,0,0,0,0
323078,2010,0,0,1,0,0,0
323079,2010,1,0,0,0,0,0
323080,2010,1,0,0,0,0,0
323081,2010,0,0,0,1,0,0
323082,2010,1,0,0,0,0,0
323083,2010,0,0,1,0,0,0
323084,2010,0,0,1,0,0,0
323085,2010,0,0,1,0,0,0
323086,2010,0,0,0,1,0,0
323087,2010,0,0,0,1,0,0
323088,2010,0,0,1,0,0,0
323089,2010,0,1,0,0,0,0
323090,2010,0,1,0,0,0,0
323091,2010,0,0,1,0,0,0
323092,2010,0,0,1,0,0,0
323093,2010,0,0,1,0,0,0
323094,2010,0,0,1,0,0,0
323095,2010,0,0,1,0,0,0
323096,2010,0,0,0,1,0,0
323097,2010,0,0,0,1,0,0
323098,2010,0,0,0,1,0,0
323099,2010,0,1,0,0,0,0
323100,2010,0,0,0,1,0,0
323101,2010,1,0,0,0,0,0
323102,2010,1,0,0,0,0,0
323103,2010,0,0,0,1,0,0
323104,2010,0,0,0,1,0,0
323105,2010,1,0,0,0,0,0
323106,2010,0,0,0,1,0,0
323107,2010,1,0,0,0,0,0
323108,2010,1,0,0,0,0,0
323109,2010,0,0,1,0,0,0
323110,2010,1,0,0,0,0,0
323111,2010,0,0,0,1,0,0
323112,2010,0,0,0,1,0,0
323113,2010,0,0,0,1,0,0
323114,2010,1,0,0,0,0,0
323115,2010,0,1,0,0,0,0
323116,2010,1,0,0,0,0,0
323117,2010,0,0,0,1,0,0
323118,2010,0,0,1,0,0,0
323119,2010,0,1,0,0,0,0
323120,2010,0,0,0,1,0,0
323121,2010,0,0,0,1,0,0
323122,2010,0,0,0,1,0,0
323123,2010,0,0,0,1,0,0
323124,2010,0,0,0,1,0,0
323125,2010,0,0,0,1,0,0
323126,2010,1,0,0,0,0,0
323127,2010,1,0,0,0,0,0
323128,2010,0,0,0,1,0,0
323129,2010,0,0,1,0,0,0
323130,2010,0,0,1,0,0,0
323131,2010,0,0,1,0,0,0
323132,2010,0,0,0,1,0,0
323133,2010,0,0,0,1,0,0
323134,2010,1,0,0,0,0,0
323135,2010,1,0,0,0,0,0
323136,2010,0,0,1,0,0,0
323137,2010,0,0,1,0,0,0
323138,2010,0,0,1,0,0,0
323139,2010,0,0,1,0,0,0
323140,2010,0,0,1,0,0,0
323141,2010,0,0,1,0,0,0
323142,2010,1,0,0,0,0,0
323143,2010,0,0,1,0,0,0
323144,2010,0,0,1,0,0,0
323145,2010,0,0,1,0,0,0
323146,2010,0,0,1,0,0,0
323147,2010,1,0,0,0,0,0
323148,2010,0,0,1,0,0,0
323149,2010,0,0,1,0,0,0
323150,2010,1,0,0,0,0,0
323151,2010,0,0,1,0,0,0
323152,2010,0,0,1,0,0,0
323153,2010,0,0,1,0,0,0
323154,2010,0,0,1,0,0,0
323155,2010,0,0,1,0,0,0
323156,2010,0,1,0,0,0,0
323157,2010,0,0,0,1,0,0
323158,2010,0,0,1,0,0,0
323159,2010,0,0,0,1,0,0
323160,2010,0,0,0,1,0,0
323161,2010,0,0,0,1,0,0
323162,2010,0,0,1,0,0,0
323163,2010,0,0,1,0,0,0
323164,2010,0,0,0,1,0,0
323165,2010,0,0,0,1,0,0
323166,2010,0,1,0,0,0,0
323167,2010,1,0,0,0,0,0
323168,2010,0,0,0,1,0,0
323169,2010,0,0,1,0,0,0
323170,2010,0,0,1,0,0,0
323171,2010,1,0,0,0,0,0
323172,2010,0,0,0,1,0,0
323173,2010,0,0,1,0,0,0
323174,2010,0,0,1,0,0,0
323175,2010,0,0,0,1,0,0
323176,2010,0,0,1,0,0,0
323177,2010,0,0,1,0,0,0
323178,2010,0,0,1,0,0,0
323179,2010,0,0,1,0,0,0
323180,2010,0,0,0,1,0,0
323181,2010,0,0,0,1,0,0
323182,2010,1,0,0,0,0,0
323183,2010,1,0,0,0,0,0
323184,2010,0,0,0,1,0,0
323185,2010,0,0,0,1,0,0
323186,2010,0,0,1,0,0,0
323187,2010,1,0,0,0,0,0
323188,2010,0,0,0,1,0,0
323189,2010,0,0,1,0,0,0
323190,2010,0,0,1,0,0,0
323191,2010,0,1,0,0,0,0
323192,2010,1,0,0,0,0,0
323193,2010,0,0,1,0,0,0
323194,2010,0,0,1,0,0,0
323195,2010,0,0,0,1,0,0
323196,2010,0,0,1,0,0,0
323197,2010,1,0,0,0,0,0
323198,2010,0,0,0,0,1,0
323199,2010,0,0,1,0,0,0
323200,2010,0,0,1,0,0,0
323201,2010,0,0,1,0,0,0
323202,2010,0,0,1,0,0,0
323203,2010,0,0,1,0,0,0
